Sort_Order,Full_Species,Species_ID,Parent_ID,English_Name,French_Name,Spanish_Name,Scientific_Name,CDN_Status,Origin,Comment,Avibase_ID,Avibase_Status,WildSpecies_2015,COSEWIC_Species,SARA_Species,2015_MBCA_List,MBCA_Family,Family_Sci,Family_Sci_FR,Family_CmName_EN,Family_CmName_FR,Subfamily,Order,Prev_Species_ID,Prev_CND_Status,Prev_Names_Sci_EN_FR,Technical_Committees,Alpha_Code_BBL,Alpha_Code_FR,BBL_Number,BBS_Number
306,Yes,PTCA,,Purple-throated Carib,Colibri madäre,Colibr° Caribe§o Gorgimorado,Eulampis jugularis,DNO,,,BFD2BE29D18BDECF,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,N/A,,,,
307,Yes,GTCA,,Green-throated Carib,Colibri falle-vert,Colibr° Caribe§o Gorgiverde,Eulampis holosericeus,DNO,,,C68FB6978E4716E7,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,N/A,GTCA,,4363,12560
308,Yes,GRET,,Green Thorntail,Coquette Ö queue fine,Rabudito Verde,Discosura conversii,DNO,,,88B5FB8A0B0FA9C5,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,N/A,,,,
309,Yes,SCCO,,Short-crested Coquette,Coquette du Guerrero,Coqueta de Atoyac,Lophornis brachylophus,DNO,,,B4FBA85D4AEBDFEC,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,N/A,,,,12601
310,Yes,RCRC,,Rufous-crested Coquette,Coquette de Delattre,Coqueta Crestirrufa,Lophornis delattrei,DNO,,,043F6C7197E0D13E,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,N/A,,,,12600
311,Yes,BCCO,,Black-crested Coquette,Coquette d'HÇläne,Coqueta Cresta Negra,Lophornis helenae,DNO,,,DA45F747A57A98AD,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,N/A,,,,12610
312,Yes,WCCO,,White-crested Coquette,Coquette adorable,Coqueta Adorable,Lophornis adorabilis,DNO,,,277C3C504C357F1A,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,N/A,,,,
313,Yes,GRPU,,Greenish Puffleg,êrione d'AurÇlie,Colibr° Pantal¢n Verdoso,Haplophaedia aureliae,DNO,,,A10F06E5BFD32C7C,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,N/A,,,,
314,Yes,GCBR,,Green-crowned Brilliant,Brillant fer-de-lance,Brillante Coroniverde,Heliodoxa jacula,DNO,,,826BF290C159A3EE,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,N/A,,,,
315,Yes,RIHU,,Rivoli's Hummingbird,Colibri de Rivoli,Colibr° Magn°fico,Eugenes fulgens,ACC,,Added in 2017; formerly considered conspecific with Eugenes spectabilis. Avibase records from BC.,290197488D4CC3E2,Accidental,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,MAHU,DNO_2017,"Magnificent Hummingbird, Rivoli's Hummingbird",LA,MAHU,,4260,04260
316,Yes,TAHU,,Talamanca Hummingbird,Colibri de la Talamanca,Colibr°,Eugenes spectabilis,DNO,,Added in 2017; formerly considered conspecific with Eugenes fulgens.,8FAFB4374E341279,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,"Eugenes fulgens, Magnificent Hummingbird",N/A,MAHU,,4260,04260
317,Yes,FTHU,,Fiery-throated Hummingbird,Colibri insigne,Colibr° Insigne,Panterpe insignis,DNO,,,09E88F835265DA33,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,N/A,,,,
318,Yes,LBST,,Long-billed Starthroat,Colibri corinne,Colibr° Picudo Coroniazul,Heliomaster longirostris,DNO,,,7DB659EF4A59C023,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,N/A,,,,13110
319,Yes,PCST,,Plain-capped Starthroat,Colibri de Constant,Colibr° Picudo Occidental,Heliomaster constantii,DNO,,,CFE2C8C82530F92C,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,N/A,PCST,,4261,04261
320,Yes,GTMG,,Green-throated Mountain-gem,Colibri vert-d'eau,Colibr° Garganta Verde,Lampornis viridipallens,DNO,,,9A164FA04DA4CFE2,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,N/A,,,,13010
321,Yes,GBMG,,Green-breasted Mountain-gem,Colibri de Sybil,Colibr° de Sibila,Lampornis sybillae,DNO,,,4EF756838904A4B5,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,N/A,,,,
322,Yes,ATMG,,Amethyst-throated Mountain-gem,Colibri Ö gorge amÇthyste,Colibr° Garganta Amatista,Lampornis amethystinus,ACC,,"Avibase records from QC, recognized in AOU 59.",474AA2CF90C69B02,Accidental,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,ATHU,DNO_2017,Amethyst-throated Hummingbird,LA,,,,13030
323,Yes,BTMG,,Blue-throated Mountain-gem,Colibri Ö gorge bleue,Colibr° Garganta Azul,Lampornis clemenciae,DNO,,,97FB2BC90F977D37,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,"BLUH, BTHH",,"Cyanolaemus clemenciae, Blue-throated Hummingbird",N/A,BLUH,,4270,04270
324,Yes,WBMG,,White-bellied Mountain-gem,Colibri Ö gorge lilas,Colibr° Gorgivioleta,Lampornis hemileucus,DNO,,,2A90E635AD1D228B,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,N/A,,,,
325,Yes,PTMG,,Purple-throated Mountain-gem,Colibri Ö gorge pourprÇe,Colibr° monta§Çs gorgimorado,Lampornis calolaemus,DNO,,,C3F849E67140F9CA,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,N/A,,,,
326,Yes,WTMG,,White-throated Mountain-gem,Colibri Ö ventre chÉtain,Gema de Garganta Blanca,Lampornis castaneoventris,DNO,,,6AED5E0695B322D9,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,N/A,,,,
327,Yes,GATH,,Garnet-throated Hummingbird,Colibri Ö gorge grenat,Colibr° Multicolor,Lamprolaima rhami,DNO,,,AD61E9298DBF71FC,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,N/A,,,,13070
328,Yes,MTWO,,Magenta-throated Woodstar,Colibri magenta,Colibr° Magenta,Calliphlox bryantae,DNO,,,B1AABA96A5DF92BE,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,N/A,,,,
329,Yes,PTWO,,Purple-throated Woodstar,Colibri de Mitchell,Colibr° de Mitchell,Calliphlox mitchellii,DNO,,,A6345E7E4233367F,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,N/A,,,,
330,Yes,SLSH,,Slender Sheartail,Colibri Ö queue singuliäre,Colibr° Tijereta Guatemalteco,Doricha enicura,DNO,,,FF6D92AA3A1DC4B4,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,N/A,,,,13130
331,Yes,MESH,,Mexican Sheartail,Colibri d'Eliza,Colibr° Tijereta Mexicano,Doricha eliza,DNO,,,FAF780DFD2BE5ED7,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,Colibri Çlise,N/A,,,,13140
332,Yes,SKTH,,Sparkling-tailed Hummingbird,Colibri zÇmäs,Colibr° Cola Pinta,Tilmatura dupontii,DNO,,,8BDFE96C05AB2E47,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,SPTH,,,N/A,,,,13150
333,Yes,LUHU,,Lucifer Hummingbird,Colibri lucifer,Colibr° Lucifer,Calothorax lucifer,DNO,,,AB658C2DA1A42B16,,,No,No,No,Yes,Trochilidae,TrochilidÇs,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,Colibri Ö gorge pourpre,N/A,LUHU,,4370,04370
