Sort_Order,Full_Species,Species_ID,Parent_ID,English_Name,French_Name,Spanish_Name,Scientific_Name,CDN_Status,Origin,Comment,Avibase_ID,Avibase_Status,WildSpecies_2015,COSEWIC_Species,SARA_Species,2015_MBCA_List,MBCA_Family,Family_Sci,Family_Sci_FR,Family_CmName_EN,Family_CmName_FR,Subfamily,Order,Prev_Species_ID,Prev_CND_Status,Prev_Names_Sci_EN_FR,Technical_Committees,Alpha_Code_BBL,Alpha_Code_FR,BBL_Number,BBS_Number
1874,Yes,CAGS,,Cabanis's Ground-Sparrow,Tohi de Cabanis,Rascador Costaricense,Melozone cabanisi,DNO,,Formerly considered conspecific with Melozone biarcuata.,2B98D285B8124B47,,,No,No,No,Yes,Passerellidae,PasserellidÇs,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,"Melozone biarcuata, Prevost's Ground-Sparrow",N/A,,,,
1875,Yes,RUSP,,Rusty Sparrow,Tohi roussÉtre,Zacatonero Canelo,Aimophila rufescens,DNO,,,B1BE75EBD3FDF35B,,,No,No,No,Yes,Passerellidae,PasserellidÇs,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,N/A,,,,19080
1876,Yes,RCSP,,Rufous-crowned Sparrow,Tohi Ö calotte fauve,Zacatonero Corona Canela,Aimophila ruficeps,DNO,,,7784B060D11F4918,,,No,No,No,Yes,Passerellidae,PasserellidÇs,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,"Bruant Ö calotte fauve, Pinson Ö couronne fauve",N/A,RCSP,,5800,05800
1877,Yes,OASP,,Oaxaca Sparrow,Tohi d'Oaxaca,Zacatonero Oaxaque§o,Aimophila notosticta,DNO,,,D787A400965617E3,,,No,No,No,Yes,Passerellidae,PasserellidÇs,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,N/A,,,,19070
1878,Yes,GTTO,,Green-tailed Towhee,Tohi Ö queue verte,Rascador Cola Verde,Pipilo chlorurus,ACC,,,45D829B3C45C2BC5,Accidental,Not applicable,No,No,No,Yes,Passerellidae,PasserellidÇs,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,Oreospiza chlorura,LA,GTTO,,5900,05900
1879,Yes,SPTO,,Spotted Towhee,Tohi tachetÇ,Rascador Moteado,Pipilo maculatus,BRE,,,58E25701D3F9FA0E,Breeder,Secure,No,No,Yes,Yes,Passerellidae,PasserellidÇs,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,"Pipilo maculatus, Rufous-sided Towhee, Tohi Ö flancs roux",LA,SPTO,,5880,05880
1880,Yes,EATO,,Eastern Towhee,Tohi Ö flancs roux,Toqu° Pinto,Pipilo erythrophthalmus,BRE,,,6090278A61F63C13,Breeder,Apparently secure,No,No,Yes,Yes,Passerellidae,PasserellidÇs,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,"Rufous-sided Towhee, Tohi Ö flancs roux, Tohi aux yeux rouges",LA,EATO,TOFR,5870,05870
1880.999,No,RSTO,,Rufous-sided Towhee (Spotted/Eastern),Tohi Ö flancs roux non identifiÇ,,Pipilo sp.,BRE,,,,,,No,No,No,Yes,Passerellidae,PasserellidÇs,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,RSTO_UNI,,,LA,URST,,5876,05871
1881,Yes,COTO,,Collared Towhee,Tohi Ö collier,Rascador de Collar,Pipilo ocai,DNO,,,3900E7314B9A3B80,,,No,No,No,Yes,Passerellidae,PasserellidÇs,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,,,,N/A,,,,18790
1882,Yes,RCBR,,Rufous-capped Brushfinch,Tohi Ö calotte rousse,Rascador Gorra Canela,Atlapetes pileatus,DNO,,,FB47A4AEEFFB7F65,,,No,No,No,Yes,Passerellidae,PasserellidÇs,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,RCBF,,Rufous-capped Brush-Finch,N/A,,,,18690
1883,Yes,WNBR,,White-naped Brushfinch,Tohi Ö calotte blanche,Rascador Nuca Blanca,Atlapetes albinucha,DNO,,,BED7D8CC89C25166,,,No,No,No,Yes,Passerellidae,PasserellidÇs,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,WNBF,,White-naped Brush-Finch,N/A,,,,18670
1884,Yes,YTBR,,Yellow-thighed Brushfinch,Tohi Ö cuisses jaunes,Sabanero de Piernas Amarillas,Atlapetes tibialis,DNO,,Formerly placed in the genus Pselliophorus.,4CB9ABDCA15D6EFB,,,No,No,No,Yes,Passerellidae,PasserellidÇs,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,YTFI,,"Pselliophorus tibialis, Yellow-thighed Finch",N/A,,,,
1885,Yes,YGBR,,Yellow-green Brushfinch,Tohi jaune-vert,Sabanero Verde Amarillo,Atlapetes luteoviridis,DNO,,Formerly placed in the genus Pselliophorus.,BCFC9B1D5D4A72B6,,,No,No,No,Yes,Passerellidae,PasserellidÇs,"Sparrows, Towhees, Old Word Buntings, Juncos","Bruants, tohis, juncos",,Passeriformes,YGFI,,"Pselliophorus luteoviridis, Yellow-green Finch",N/A,,,,
1886,Yes,WECT,,Western Chat-Tanager,Konichon d'Haãti,Frutero Occidental,Calyptophilus tertius,DNO,,,2C4E4A3C5180D7A5,,,No,No,No,No,Calyptophilidae,CalyptophilidÇs,Tanagers,Tangaras,,Passeriformes,,,Tangara d'Haãti,N/A,,,,
1887,Yes,EACT,,Eastern Chat-Tanager,Konichon dominicain,Frutero Oriental,Calyptophilus frugivorus,DNO,,,FD0EC029D50AF25E,,,No,No,No,No,Calyptophilidae,CalyptophilidÇs,Tanagers,Tangaras,,Passeriformes,,,Tangara cornichon,N/A,,,,
1888,Yes,BPLT,,Black-crowned Palm-Tanager,Katje Ö couronne noire,Frutero Palmero de Corona Negra,Phaenicophilus palmarum,DNO,,,0979B6B982C1EEBB,,,No,No,No,No,Phaenicophilidae,PhaenicophilidÇs,Tanagers,Tangaras,,Passeriformes,,,Tangara Ö couronne noire,N/A,,,,
1889,Yes,GCPT,,Gray-crowned Palm-Tanager,Katje Ö couronne grise,Frutero Palmero de Corona Gris,Phaenicophilus poliocephalus,DNO,,,D3C190C7F9DB4C14,,,No,No,No,No,Phaenicophilidae,PhaenicophilidÇs,Tanagers,Tangaras,,Passeriformes,,,Tangara quatre-yeux,N/A,,,,
1890,Yes,WWWA,,White-winged Warbler,Petit Quatre-yeux,Chipe de Alas Blancas,Xenoligea montana,DNO,,,1F5D926C7ACCBCA8,,,No,No,No,No,Phaenicophilidae,PhaenicophilidÇs,Warblers,Parulines,,Passeriformes,,,Paruline quatre-yeux,N/A,,,,
1891,Yes,GTWA,,Green-tailed Warbler,LigÇa aux yeux rouges,Chipe de Cola Verde,Microligea palustris,DNO,,,CE22ADAB02D23E8F,,,No,No,No,No,Phaenicophilidae,PhaenicophilidÇs,Warblers,Parulines,,Passeriformes,,,Paruline aux yeux rouges,N/A,,,,
1892,Yes,PRTA,,Puerto Rican Tanager,Pleureur de Porto Rico,Llorosa de Puerto Rico,Nesospingus speculiferus,DNO,,,055C562F1178A1EA,,,No,No,No,No,Nesospingidae,NesospingidÇs,Tanagers,Tangaras,,Passeriformes,,,Tangara de Porto Rico,N/A,PRTA,,6102,18480
1893,Yes,WESP,,Western Spindalis,ZÇna Ö tàte rayÇe,Tangara Cabeza Rayada,Spindalis zena,DNO,,,AA587D5FD938C709,,,No,No,No,No,Spindalidae,SpindalidÇs,Tanagers,Tangaras,,Passeriformes,,,Stripe-headed Tanager,N/A,WESP,,6101,06101
1894,Yes,JAMS,,Jamaican Spindalis,ZÇna de Jamaãque,Frutero Jamaiquino,Spindalis nigricephala,DNO,,,611D2C6BBAFEC799,,,No,No,No,No,Spindalidae,SpindalidÇs,Tanagers,Tangaras,,Passeriformes,,,,N/A,JAMS,,6105,
1895,Yes,HISP,,Hispaniolan Spindalis,ZÇna d'Hispaniola,Frutero de la Espa§ola,Spindalis dominicensis,DNO,,,E5BFABA72A9A6C0C,,,No,No,No,No,Spindalidae,SpindalidÇs,Tanagers,Tangaras,,Passeriformes,,,,N/A,HISP,,6103,
1896,Yes,PRSP,,Puerto Rican Spindalis,ZÇna de Porto Rico,Frutero de Puerto Rico,Spindalis portoricensis,DNO,,,5B4FFF782C9EB0E9,,,No,No,No,No,Spindalidae,SpindalidÇs,Tanagers,Tangaras,,Passeriformes,,,,N/A,PRSP,,6104,18143
1897,Yes,WRET,,Wrenthrush,ZÇlÇdonie couronnÇe,Chipe Ratona,Zeledonia coronata,DNO,,,1A2164E02ACC5C2A,,,No,No,No,No,Zeledoniidae,ZeledoniidÇs,Warblers,Parulines,,Passeriformes,,,Paruline de Zeledon,N/A,,,,
1898,Yes,YHWA,,Yellow-headed Warbler,Chillina de Fernandina,Chipe de Cabeza Amarilla,Teretistris fernandinae,DNO,,,C235BE9544DF50F1,,,No,No,No,No,Teretistridae,TeretistridÇs,Warblers,Parulines,,Passeriformes,,,Paruline de Fernandina,N/A,,,,
1899,Yes,ORWA,,Oriente Warbler,Chillina d'Oriente,Chipe de Oriente,Teretistris fornsi,DNO,,,F40FB0E833CDEC14,,,No,No,No,No,Teretistridae,TeretistridÇs,Warblers,Parulines,,Passeriformes,,,Paruline d'Oriente,N/A,,,,
1900,Yes,YBCH,,Yellow-breasted Chat,IctÇrie polyglotte,Chipe Grande,Icteria virens,BRE,,,734C73A933F3108B,Breeder,Vulnerable,No,No,Yes,Yes,Icteriidae,IctÇridÇs,Warblers,Parulines,,Passeriformes,,,"Paruline polyglotte, Fauvette polyglotte",LA,YBCH,,6830,06830
1900.1,No,YBCH_ABC,YBCH,Yellow-breasted Chat - Southern Mountain population,IctÇrie polyglotte - population des montagnes du Sud,Chipe Grande,Icteria virens auricollis,BRE,,"Between 2007-2009, 17-37 nests located in South Okanagan, BC; COSEWIC 2011 cites 152 pairs.",,,,Yes,Yes,No,Yes,Icteriidae,ParulidÇs,Warblers,Parulines,,Passeriformes,,,"Yellow-breasted Chat auricollis subspecies British Columbia population, Paruline polyglotte de la sous-espäce auricollis population de la Colombie-Britannique",LA,,,,
1900.2,No,YBCH_PRA,YBCH,Yellow-breasted Chat auricollis subspecies Prairie population,IctÇrie polyglotte de la sous-espäce auricollis population des prairies,Chipe Grande,Icteria virens auricollis,BRE,,,,,,No,No,No,Yes,Icteriidae,ParulidÇs,Warblers,Parulines,,Passeriformes,,,"Paruline polyglotte, Fauvette polyglotte",LA,,,,
1900.3,No,YBCH_VIR,YBCH,Yellow-breasted Chat virens subspecies,IctÇrie polyglotte de la sous-espäce virens,Chipe Grande,Icteria virens virens,BRE,,< 42 pairs in ON (COSEWIC 2011); 8 squares with confirmed/probable nesting during 2nd ON atlas.,,,,Yes,Yes,No,Yes,Icteriidae,ParulidÇs,Warblers,Parulines,,Passeriformes,,,"Paruline polyglotte, Fauvette polyglotte",LA,,,,
1901,Yes,YHBL,,Yellow-headed Blackbird,Carouge Ö tàte jaune,Tordo Cabeza Amarilla,Xanthocephalus xanthocephalus,BRE,,,3E2D0C9BADB782DB,Breeder,Secure,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Xanthocephalinae,Passeriformes,,,,LA,YHBL,,4970,04970
1902,Yes,BOBO,,Bobolink,Goglu des prÇs,Tordo Arrocero,Dolichonyx oryzivorus,BRE,,,F845062FC976B85B,Breeder,Secure,Yes,Yes,Yes,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Dolichonychinae,Passeriformes,,,Goglu,LA,BOBO,GOPR,4940,04940
1903,Yes,EAME,,Eastern Meadowlark,Sturnelle des prÇs,Pradero Tortillaconchile,Sturnella magna,BRE,,,27410227323B07A1,Breeder,Apparently secure,Yes,Yes,Yes,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Sturnellinae,Passeriformes,,,Meadowlark,LA,EAME,STPR,5010,05010
1904,Yes,WEME,,Western Meadowlark,Sturnelle de l'Ouest,Pradero del Oeste,Sturnella neglecta,BRE,,,4A5B488366FC0784,Breeder,Secure,No,No,Yes,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Sturnellinae,Passeriformes,,,,LA,WEME,STOU,5011,05011
1904.999,No,MEAD_UNI,,Unidentified Meadowlark,Sturnelle non identifiÇe,,Sturnella sp.,,,,,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Sturnellinae,Passeriformes,,,,LA,,,,05012
1905,Yes,RBRM,,Red-breasted Meadowlark,Sturnelle militaire,Pastorero pechirrojo,Leistes militaris,DNO,,Formerly included in the genus Sturnella.,5E08EF7369DCED33,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Sturnellinae,Passeriformes,RBBL,,"Sturnella militaris, Red-breasted Blackbird",N/A,,,,
1906,Yes,YBIC,,Yellow-billed Cacique,Cassique Ö bec jaune,Cacique Pico Claro,Amblycercus holosericeus,DNO,,,8DAADD7F224DD9B5,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Amblycercinae,Passeriformes,,,,N/A,,,,19350
1907,Yes,YWCA,,Yellow-winged Cacique,Cassique Ö ailes jaunes,Cacique Mexicano,Cassiculus melanicterus,DNO,,Formerly placed in the genus Cacicus.,B966FC721A944DC5,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Cacicinae,Passeriformes,,,Cacicus melanicterus,N/A,,,,19380
1908,Yes,CROR,,Crested Oropendola,Cassique huppÇ,Conoto Yap£,Psarocolius decumanus,DNO,,,509940AF4614AE9C,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Cacicinae,Passeriformes,,,,N/A,,,,
1909,Yes,CHOR,,Chestnut-headed Oropendola,Cassique Ö tàte brune,OropÇndola Cabeza Casta§a,Psarocolius wagleri,DNO,,,0B4AD6B38A5E82D1,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Cacicinae,Passeriformes,,,,N/A,,,,19400
1910,Yes,MORO,,Montezuma Oropendola,Cassique de Montezuma,OropÇndola de Moctezuma,Psarocolius montezuma,DNO,,,156BF6503BFC84C9,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Cacicinae,Passeriformes,,,,N/A,,,,19410
1911,Yes,BLOR,,Black Oropendola,Cassique noir,Conoto Negro,Psarocolius guatimozinus,DNO,,,0BA83156E86C8F5C,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Cacicinae,Passeriformes,,,,N/A,,,,
1912,Yes,SRCA,,Scarlet-rumped Cacique,Cassique Ö dos rouge,Arrendajo de Pico Curvo,Cacicus uropygialis,DNO,,,73399D4E1FBF7231,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Cacicinae,Passeriformes,,,,N/A,,,,
1913,Yes,YRCA,,Yellow-rumped Cacique,Cassique cul-jaune,Arrendajo Com£n,Cacicus cela,DNO,,,EC71EBACA5EC1A5C,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Cacicinae,Passeriformes,,,,N/A,,,,
1914,Yes,BAHO,,Bahama Oriole,Oriole des Bahamas,Turpial de las Bahamas,Icterus northropi,DNO,,,C70AA1824FDECDFD,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,,N/A,BAHO,,5044,
1915,Yes,CUOR,,Cuban Oriole,Oriole de Cuba,Turpial Cubano,Icterus melanopsis,DNO,,,A965AA916095BA74,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,,N/A,CUOR,,5043,
1916,Yes,HIOR,,Hispaniolan Oriole,Oriole d'Hispaniola,Turpial de Sureste,Icterus dominicensis,DNO,,,4760A99A29B2EF0A,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,HISO,,Black-cowled Oriole,N/A,HIOR,,5046,
1917,Yes,PROR,,Puerto Rican Oriole,Oriole de Porto Rico,Turpial Puertorrique§o,Icterus portoricensis,DNO,,,05284D57D2F6CC6C,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,,N/A,PROR,,5045,
1918,Yes,SLOR,,St. Lucia Oriole,Oriole de Sainte-Lucie,Turpial de Santa Lucia,Icterus laudabilis,DNO,,,B196BC4166FC311E,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,,N/A,,,,
1919,Yes,MORI,,Montserrat Oriole,Oriole de Montserrat,Turpial de Monserrate,Icterus oberi,DNO,,,80F9BE4B5BA2B7FD,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,,N/A,,,,
1920,Yes,MAOR,,Martinique Oriole,Oriole de la Martinique,Turpial de Martinique,Icterus bonana,DNO,,,ED0ABA398DFB138D,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,,N/A,,,,
1921,Yes,BVOR,,Black-vented Oriole,Oriole cul-noir,Calandria de Wagler,Icterus wagleri,DNO,,,87CD97E1711254F6,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,Oriole Ö queue noire,N/A,BVOR,,5041,05041
1922,Yes,BWOR,,Bar-winged Oriole,Oriole unifasciÇ,Calandria Guatemalteca,Icterus maculialatus,DNO,,,A7BA73590AD2F930,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,,N/A,,,,19290
1923,Yes,BCOR,,Black-cowled Oriole,Oriole monacal,Calandria Caperuza Negra,Icterus prosthemelas,DNO,,,071A4C74E2661067,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,,N/A,BCOR,,5042,19251
1924,Yes,OROR,,Orchard Oriole,Oriole des vergers,Calandria Casta§a,Icterus spurius,BRE,,,000482C9FC0553CD,Breeder,Secure,No,No,Yes,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,,LA,OROR,ORVE,5060,05060
1925,Yes,HOOR,,Hooded Oriole,Oriole masquÇ,Calandria Dorso Negro Menor,Icterus cucullatus,ACC,,QC Checklist.,526A36924CDA313C,Accidental,Not applicable,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,,LA,HOOR,,5050,05050
1926,Yes,YBOR,,Yellow-backed Oriole,Oriole noir et or,Calandria Dorso Amarillo,Icterus chrysater,DNO,,,379A7116CA3BBDF1,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,,N/A,,,,19300
1927,Yes,OCOR,,Orange-crowned Oriole,Oriole Ö tàte d'or,Turpial Real,Icterus auricapillus,DNO,,,A27737B7A5A5EDEE,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,,N/A,,,,
1928,Yes,YTOR,,Yellow-tailed Oriole,Oriole Ö queue jaune,Calandria Cola Amarilla,Icterus mesomelas,DNO,,,2E74AF7D8FFDBDBD,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,,N/A,,,,19320
1929,Yes,VETR,,Venezuelan Troupial,Oriole troupiale,Trupial,Icterus icterus,DNO,,"Troupial is split into Venezuelan Troupial (Icterus icterus), Orange-backed Troupial (I. croconotus), and Campo Troupial (I. jamacaii).",B7C6DEB5671C3D9F,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,Troupial,N/A,VETR,,9166,
1930,Yes,SBAO,,Streak-backed Oriole,Oriole Ö dos rayÇ,Calandria Dorso Rayado,Icterus pustulatus,DNO,,,DA089C8E5605B01E,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,STRO,,Scarlet-headed Oriole,N/A,STRO,,5051,05051
1931,Yes,BUOR,,Bullock's Oriole,Oriole de Bullock,Calandria Cejas Naranjas,Icterus bullockii,BRE,,,7E65A952009BFD5F,Breeder,Secure,No,No,Yes,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,"Icterus galbula, Northern Oriole, Oriole Ö ailes blanches",LA,BUOR,,5080,05080
1931.555,No,BBOH,,Bullock's x Baltimore Oriole hybrid,Hybride d'Oriole de Bullock et d'Oriole de Baltimore,,Icterus bullockii x galbula,BRE,,,,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,,LA,BBOH,,5078,05078
1931.999,No,BUBA_UNI,,Unidentified Bullock's/Baltimore Oriole,Oriole de Baltimore/Oriole de Bullock non identifiÇe,,Icterus bullockii/galbula,,,,,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,,LA,,,,05077
1932,Yes,ORAO,,Orange Oriole,Oriole orange,Calandria Dorso Naranja,Icterus auratus,DNO,,,CC30267CC554DE9E,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,,N/A,,,,19330
1933,Yes,JAOR,,Jamaican Oriole,Oriole de la Jamaãque,Turpial Caribe§o,Icterus leucopteryx,DNO,,,4690E0C3270CF547,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,,N/A,JAOR,,9169,
1934,Yes,SBOR,,Spot-breasted Oriole,Oriole maculÇ,Calandria Pecho Moteado,Icterus pectoralis,DNO,,,D8B8C2B973A9D1DB,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,SPOO,,Spotted-breasted Oriole,N/A,SPOO,,5032,05032
1935,Yes,ALOR,,Altamira Oriole,Oriole Ö gros bec,Calandria Dorso Negro Mayor,Icterus gularis,DNO,,,1F87083D37D1C0C0,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,Lichtenstein's Oriole,N/A,ALOR,,5031,05031
1936,Yes,AUOR,,Audubon's Oriole,Oriole d'Audubon,Calandria Capucha Negra,Icterus graduacauda,DNO,,,13B1B96814AC804A,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,"Black-headed Oriole, Oriole Ö dos jaune",N/A,AUOR,,5030,05030
1937,Yes,BAOR,,Baltimore Oriole,Oriole de Baltimore,Calandria de Baltimore,Icterus galbula,BRE,,,5110842FA06DD11C,Breeder,Secure,No,No,Yes,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,"Northern Oriole, Oriole du Nord, Oriole orangÇ",LA,BAOR,ORBA,5070,05070
1938,Yes,BBOR,,Black-backed Oriole,Oriole d'AbeillÇ,Calandria Flancos Negros,Icterus abeillei,DNO,,,6055C1FB3CDC8231,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,,N/A,,,,19341
1939,Yes,SCOR,,Scott's Oriole,Oriole jaune-verdÉtre,Calandria Tunera,Icterus parisorum,ACC,,,9EE6D52416E94971,Accidental,Not applicable,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,,LA,SCOR,,5040,05040
1939.999,No,ORIO_UNI,,Unidentified Oriole,Oriole non identifiÇe,,Icterus sp.,,,,,,,No,No,No,Yes,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Icterinae,Passeriformes,,,,LA,,,,
1940,Yes,JABL,,Jamaican Blackbird,Carouge de la Jamaãque,Turpial Jamaiquino,Nesopsar nigerrimus,DNO,,,F8918F08112F8870,,,No,No,No,No,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Agelaiinae,Passeriformes,,,,N/A,,,,
1941,Yes,RWBL,,Red-winged Blackbird,Carouge Ö Çpaulettes,Tordo Sargento,Agelaius phoeniceus,BRE,,,C86D078E641FCE6D,Breeder,Secure,No,No,No,No,Icteridae,IctÇridÇs,"Blackbirds, Grackles, Cowbirds, Orioles","Carouges, quiscales, vachers, orioles",Agelaiinae,Passeriformes,,,,LA,RWBL,CAEP,4980,04980
